상풍명,가격,배송비,url
아이폰 17 프로 맥스 256GB [자급제],"최저1,990,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=gYOmoUfu5bWhsf3Y6F%2F1n%2F%2F%2F%2Fw%3D%3DsD3fJT2CdZfh5wpwQ6zWKG4uMY0tt3%2FuiPvMQXYk%2FO6jxTAJR5s3V3RheLYZrm3hTsPuQBw1ooKpQQltidYUoJ2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUVSbAdTnhZRf4CnbnqA5%2BeN%2BO3kUttIBIAq0ijiLrLQviGr%2BCSEWt4WvAwh0KiGQ3334rL%2BbR36BhYe0R%2FrUmjkI1yUrC8vID%2FKz%2F8c89qMtms9RCoKlVZCNzx3cZe45SY2ZxuAuvSW7ZwIsaDJftz694IFlqpi2PXO88uXmhtpG1%2FTl%2FSXGqxicgPtSywPelCUihK8pMD9%2B%2FGfueoJU%2FPKTq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0Tq%2BVpiKcSzz0gJ5dN9QNcNRC%2BzwYer6Ps69Q2%2FK%2BLLGcqtSHxiSk5V1JJUTbNiLgRYxPz57s0p1wnuHz04%2BVosuvpztE96stfOnrC6hbFnTjs7BUcMOB9C9Ar298GapcBHS7iYdd4BTrgASNQmm8sLPU1gfxG3PH6iFw%2B1YUjCJp9mvlX0A%2FBbGItGKZPrcReo78klnQLqnQwZ%2BcczkuCA%2F4yAzswTegel%2F59Ezrzze%2F4e61VR%2BsdyuOfGhNatZaLSQ%2BsfZCN2pTF%2FdQHJN3RNYbukAj06EPMRzwFdQ4TCC%2FhgaMkJIhbUi8HFdPXAb3a8%2FjmLvB3t0o5YJsjk4Ncr9ZbHABxh9EQPKeL3vQqNiFbDf4gHI5rSMJU1BWcIOg&nvMid=56666180942&catId=50001519
해외아이폰 17 프로 iPhone17 Pro 홍콩판 듀얼심 무음카메라 자급제 256GB,"1,897,000원","배송비100,000원",https://cr.shopping.naver.com/adcr?x=khgK%2FncN6rBVlBallEBEHP%2F%2F%2Fw%3D%3DsqU8DIu8HtS2GYAR4ztTB%2BbEu89ov9CePWalHJxfyItRyoYErd7Wx1dfdVO6hh7qVBWSrXgmKUhs3kCobTUPMnMKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3SrtY3h3g1cP6zwAi5o19bms8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSei8wLqN%2Bo6LiNxPsiCnrQZ7cc2jGXQ6IeCz3KGdI9757hbyCSSvPR8gf9VUhfaqQfKEGItyUBpoElQ%2Ft57m7wMnvCYDSYl5uLhTMlvu9Nu4MXTcKx%2B5vh9bxNK7QVcKmUUhr8gNzKOHXlFA3kgznNpNQRPsuUnlOKvvZXZxnu43ubiZTmIvSFgLKsVeSTPlw8OIuzcR2CGwoEG%2FDxp2MHnrEoP%2FQhkzxt%2BJE5NxRHjL0ESEXZVyPy4syErslMkjWyFuM0aRh02wfgKctHKvznsWhrkCaKTPCR9tJhmiX8QFgxXkyBYViq5U3%2FHuy5XrBC9p%2BIuR65AqSjAY8HoX%2FuSOMXevOhejP%2BrlKC%2B6S%2BbxQaQwH4D%2BYNC8NEgh5Ri82TlevUVCKuMw%2FAv5Fh%2FBLlMpB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=89923435612&catId=50001519
해외애플 아이폰17 홍콩판 물리심+e심 무음 자급제 공기계 홍콩폰 256GB,"1,394,500원",배송비무료,https://cr.shopping.naver.com/adcr?x=tXpQk4QdjOvPc5uK2VxRgP%2F%2F%2Fw%3D%3DsEP%2Fpsa7%2FSQadrNs5GI4kyd6m7RZc3oExLkHtuadF1URyoYErd7Wx1dfdVO6hh7qV%2F%2F301jVfeFTkoKFolexwfcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF0jvxChFppOeaePThO%2BNi8ams8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSekQPyhmpXrXokQiqmant%2FNLNTCQjoph4DolSi7IUQrAzgzRGQMqXBWNWeUALR9IuSlLAFi7nH5XNuOe%2BR1dz0uDGPb654YPRX84Ob0A9zXs1wsa92kAoaflqj%2BTT%2BG5PfPeNnLyPzeGX8ERK%2Bc4RFjFGiZY%2FDrIt7mq0xXMdMpkORkcTYBcQ0tCG41c0o%2B2NjwBZ18VlLym1LY5%2ByArrLwKykrN08fNWo%2FzS7YjhEDfE0eTSLJo70%2Fbt5SkpkqDuz8MolBg33g8lxShzXALI7FzjMuU3ouJMb9inF7crEqeAxQ6Tf1ykQkvP21VkbcYZWnvJEjntGCkjvhDN6olz8XRKInzEpXxN9h%2FOdsFdSu4%2FNJJRDoJKkYC58cf5FTKs56pJ0i0jJyH48K%2FhHaXKv9AdHI8FZtQVGFZJxOyBDKc%2B&nvMid=89926063437&catId=50001519
"애플 아이폰12미니 공기계 IPHONE12 MINI 64GB 휴대폰,알뜰폰","189,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=%2F10WbyRX4fqDm2tHaFstp%2F%2F%2F%2Fw%3D%3Ds5nq50fwT6sovvfZUXI8SX67fJ%2Bb%2B5P5kLhvlrpX56KPxTAJR5s3V3RheLYZrm3hTC9gjX551P6rlvxE%2FUDecuWg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUVSbAdTnhZRf4CnbnqA5%2BeN%2BO3kUttIBIAq0ijiLrLQviGr%2BCSEWt4WvAwh0KiGQ3RrGKeD3WEVFphi0HowZtxVK0PNA6Pr%2FiNDHHLz5Ow05EvmIl0sQ7HFuGZt3Ct2XidMKuMxSC740gJoNq2CpHgjSqjPiTd4eoEouLn9J3El1xTS8vVm9ENLBGG%2FECaJ3nTPQvbixHQtO82wa3hWoPeAczWY69eYPb0I4APqa03aWKsGx4y%2BZKI5dDcHPOiX4oRjORd9xFMt3Ij24KPblR%2BAeL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFzE8YOrqzrF70Yy0mZl5rJBIehsFGogqXf%2FveCFzibIZdrU9gBvTOY8XVxGgpGxxd2YxKyH%2BD%2F0Zv8r75v30Dkrc309dNYVswcZEcr9fsFHJpJOfrkfgeoEba%2BCG25Sz%2Bivakl3tDzKbMAN167In7S%2FhohWtl8Syxr%2FkMz1F1OV36cBmyqb4PTn50kEwWKvhfxwvOk5GV6At6PQsiynUbyENahwaYNRaxmuQQq5R8yOJSTdFbYh84kPfXn9lRFIyHz2anmjjIfQGJzwvVchnjYstYmcMeoWWU1z2Ln%2FyAoOlrWNLxRrWHCJoudYzHCivGqQUuoaWJqN%2FEKTa8tdAjoVIWZJP05hpneNhqV337lmXLE3uyjB%2FdsGzNM4U1DG8JDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=58817599505&catId=50000249
Apple 아이폰 12 mini 자급제  화이트  64GB,"348,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=W7W4XNi7T%2F3hXS%2FuTkdfv%2F%2F%2F%2Fw%3D%3Dsw4GF0EaGM%2Bmmch9m0ip4hCpLNflVftTkSK0zc3mgo5oAjU5j3gjlMYsRq8%2BGHFpSls0gyAYhO1F%2FN%2B9XJhLfnzXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVECs7Hq1ptkJz%2BEOEmjZpZEsFIPfQ%2FxdBq1VsidKXQ2O3pVqx8a7y1UG0HRU%2FVjQk6InUdgRJ2eKXcsL2jyhcXKQfvg83DEGAmQ8NhqAZnU%2FRnZ5jPvtL6YwelShhR%2Ffq2nVKk20VAIZmBPr9yMIHa0MX1IzIbPCJwMgNlVWlQLIQLBVIqpv6Yug2XRXupBkLhaJJC6hiArBIeQtu2qJeB5M%2FRC99MJWo2UqK6QUTiPLZmdn7%2BwU8ox9SFk9sQPFlwCqFAPBsh8jS0jYDRF9ncdvoSVXsiovxDNiQcY42%2BS1VXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv7gs782ojTwNX%2Fr1vbimOM4VmlmJE4%2B8afSr8xs%2B%2FmXoG1fUqIZ7CTqeNBeEUiuIjbVrhcIjK%2FyMdS%2B%2FohCHSTL5Bpk2Bgkccp4gjyF9C3BpctyO2HTu36NnycLruP27e83zVaNSnElUms3mYOzPgGkTFHVfVt6irmg4aToR%2FDWx%2F1pVjAKNlFtlxgsy2C3EWGL3yP8yjlCMDL6Z%2BgRXGVpJrPMQhRVB8jpPvwEY5AlDHcLhnvhVpv8jIMQ%2FqwQWebkuCbHdKLi4c0Hcbk4l%2F5rL07boOLwoxL6IajskM%2BfZ4UCWDrRuAynLKw3aT1V2urYvaQhWXg4whS9q446aOatoaKZHilHbuauHUigNM5KA&nvMid=59440054535&catId=50001519
해외아이폰se 아이폰se1 공기계 모두의애플 se1 골드 WIFI 16GB,"116,500원","배송비16,500원",https://cr.shopping.naver.com/adcr?x=muoyDYaUe0TLrd2aOo8VGf%2F%2F%2Fw%3D%3DsIdCmWwK%2BKKwHgRYDdaRb9vHimAaKskcftkvaFYDsV8VyoYErd7Wx1dfdVO6hh7qVWk3A9LDUCafIs9li4zjvgsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1hi0pLwAgtnkt5HNVqPmIGms8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSekz5v2aZh0CCna1P%2BJn61%2FyOo%2BaTL23aoA3m8SdFKu4YQ7nSYHRABr%2B8cv2E54Qo06EGItyUBpoElQ%2Ft57m7wMnvCYDSYl5uLhTMlvu9Nu4MItm1%2B2cpE6Ee5lw1Dd7yO0hr8gNzKOHXlFA3kgznNpNslc6qBlZtrfabCkvyghoynOCdltLimYZs9jiOh90eHimqdy3M5hOJdKC7BR3Ua9dbZKHRHB5OyyuOU1TpBRYaQS%2FHssMg6HG6YxqZK6dPK0LoMiXHmsL0HgyO24c0uuEmdI3dG2gLqLt9EPWq8OvdrBr0mWZyQNskAlQQa9x8QQ2cZfnKA5YbNVBBQ2J1EKryxzf3kEVe5XrGAqaHdMHuBsMeXPMd52vh8JsSkhvwzh0cjwVm1BUYVknE7IEMpz4%3D&nvMid=89679698641&catId=50000249
Apple 애플 아이폰 14 128GB 미개봉 새제품,"587,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=JnraRp5eEc3Id3f0prPGov%2F%2F%2Fw%3D%3DsF8Rny9Up4S1rooZC6%2FgyR2eP19EX6BAREaOGOnlMYhNyoYErd7Wx1dfdVO6hh7qVbSH5agGItEWTq4hMGOQobsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1y%2B2JDLvsLnZoC2AQByLsams8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSetVdpn5RgT3WHcd0IeIcKHEmNH%2BPFDjBB1byq6tUiCjfzjjcPhnQ4aXZmKCZFjijQvZ%2BpBOEyE%2FWx9XZ4JVM%2FaRUNyfvfRE1%2FzLQxI1QoU3Ok8oVDE5P%2Fx%2FMVRqbV2VmoktB7vhOx0nxSI7ZizhQJ8shscDLGjeckEV7ujGY3qTh3d7qcg9yxe%2BVZbpZbXVJH6Q%2FJK4NBvx%2BzdWn5sqG9HZ0dunJl8oHqblqcTe7zMNNiZdDpCoAHu9xJQb4nn06R7q4QxGPzrpAf7fDCVYrPyMwYPZLGP%2BMO5hG98PNupZd44DezpupceciSkFhyH%2FICbiDqtjWNulm2vX4Tf57n146HJZQgjI8VSlbO1R88zJ2DVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=89878263762&catId=50001519
아이폰 16프로 티타늄 256GB 미개봉 새제품,"944,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=o0r6OpbBmPpt75yFKVQGKf%2F%2F%2Fw%3D%3DsC1GVnrtqaoIlzgwXrpgdFaoodMDBjm4qEf6rcT%2FiJ2hyoYErd7Wx1dfdVO6hh7qV24vQmu%2FQmjMug%2B3uLOYHpsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2jbc681x%2B%2F3gmeGvmvSMAYms8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSeg6KiYR0Z9AiTkq5uvPfIWbkP5iEcqmMe8aPKD7LlmCUzjjcPhnQ4aXZmKCZFjijQvZ%2BpBOEyE%2FWx9XZ4JVM%2FaRUNyfvfRE1%2FzLQxI1QoU3OC9CHI6d0twWnyrmz5IKypxQiS3kzTIiKXXe9kzJ1BUdYcKEZHVPnF5pqb0UIR1DHHHUJvQnmqg9FxRGkTrvmY11rm3tLZhiwkFTVnV6iEcpHZJ3MAkMNkBffoLSZ%2F5i1V7j5rpBArAxHkwoBq%2BVagN%2B52WvXJf46W%2BDAfw7PAQ1Z8CzcwGOWDGOfAtvAjEfamBWW6WV50uXIK91WkZ%2BZuJ5p16rMq4OWgMml9tXH0v0PaTLQOC1EkYTUyHLryBQPHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=88900069890&catId=50001519
해외아이폰SE1 올인원 풀박스 공기계 세컨폰 스페이스그레이 16GB 베이직,"86,000원","배송비9,000원",https://cr.shopping.naver.com/adcr?x=aNCHZGwsUKkklH5Ww003p%2F%2F%2F%2Fw%3D%3Dsu13bYhb4fanTN4wHBLz6P%2FcplUseQ04gxEm%2BwUKKCmxyoYErd7Wx1dfdVO6hh7qVc0ast5RrPDsRPeORSQRQfsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2OG4kvNNg0q07LUoJufKrMms8WWmYdMoYTOn4PiucTQSGHDvsGQoUHd%2FG2Ez5s1IA%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSetCTzxIzvS33xu5O%2B8UANUIH6sm8kPX3jqwh1U9hZ%2FFgA%2Fr3XBm%2F3nNwAzAruqK5evZ%2BpBOEyE%2FWx9XZ4JVM%2FaRUNyfvfRE1%2FzLQxI1QoU3OV8whJceGXACXSo0hWD9CyxQiS3kzTIiKXXe9kzJ1BUf0dTg5vuYiGwt8dm5ztj3Z0aYofoL7eslo7r0vJx8UxaMkn1ZwQFjtMec2SeGYbYX7HkpHud603dQeqQ4ZHBNAdDJXaSrUymw0h3JnpS92EUqAYhbPmPctqmop1BSb79WFY8KgN6tykDIIZi5kpxzWK3Vz834kGCOglFmmWyjNtg%2FtRs2MgkAFbAzurpTEm5bjHOjmQ29qr%2BGpKKbBDInBVTwXggY9TfSYiwMTeLSJQ5%2FRIpSerigf8hFf1RGJxlQOEsHC78VBLnFZh%2FnDobeN&nvMid=89304859650&catId=50000249
아이폰 15 128GB Apple 미개봉 새상품,"643,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=xz1mKhaqljfDS5NQHiU5Pf%2F%2F%2Fw%3D%3Ds%2Bw5Ih2r6jH5Bumpsirn%2BGvdnWHmjRqznYbEwPzItoW0AjU5j3gjlMYsRq8%2BGHFpSX0uTxE2mJNnBKh7l97s71DXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVECs7Hq1ptkJz%2BEOEmjZpZEsFIPfQ%2FxdBq1VsidKXQ2O3pVqx8a7y1UG0HRU%2FVjQkhNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpU%2BVL60lv3C9v2T8H1I%2BVg7CLeQ3mjgkYemQLFueuxIAzForf4nGUgPwiv53t%2BtlmqAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FZFQYNByhnI8uDMLfXhhHUiTlNELNANZmkmrlg3Lm2dknuI%2B1Uju%2BRLjWLfBBmiitGVhYmYgjlPsRq46KjM0jHOYHF6FUFDXJWjFuX3G1juVQJibF3TWvBG6VxHxK1tLOd1woZLwre%2F0c6LfC8XQvOZDwN6rkscNbtaqq665UD1TzZCn8GDJt6wGcFXdJu63UKuEtlMmEp0kJY%2ByUzOAG2QwCH9KIdZsbYek1no04NIyfYuAQ1ix2q6pn%2B3Zd3SiwqOuBZD%2FQkGyMe53inOjnLX6b7RmamUtuHjmGXPs7f6Q9Nx5ClGB2tLDUFVdfcNBbiOCFAJgNzpFahNaWLW3oBxXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=88646726618&catId=50000249
아이폰 에어 256GB [자급제],"최저1,431,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=xKl6MZqZLEwdm3xle2A2J%2F%2F%2F%2Fw%3D%3DsGjL4pWf7yV%2B4kwJ718RZwrhT98h03tq9OR63kiLEwIcAjU5j3gjlMYsRq8%2BGHFpSfgOkyP7CksHpFIRfjrzUSTXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVECs7Hq1ptkJz%2BEOEmjZpZEsFIPfQ%2FxdBq1VsidKXQ2O3pVqx8a7y1UG0HRU%2FVjQk2h%2FqNbmMd3P9tE5jamCbKQuIB8ncdehaYvLTVmrbJlHElugTY1XnRunywj230icx%2F2M7NukjaZEovSPMpRwZE%2BE8YCiibN06F7pXXqOPTLDu2BDvBMTXoZ9N9JaKSMlk2%2BhJVeyKi%2FEM2JBxjjb5LVVd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2FmIRx2gipXTbP6i4GWbkEqj1nRJ4yoQ1ByXgZXYF4asUr3wpohlrhUETRXnCpgZJOsOI0h0KDaq%2FaxBeI7gvVHc8Zsp9fdmBRjIt0%2Fxd7Y3VT4Vv5oXiL5TUzetEKANslCncaZkfznvYQEYMQuepE3X2Ovx4101g2w8z28edJMlG%2F3cbbalFc%2FgEGOEotVrzCD1S%2Fv65eTyz17SNJGj%2FD5E6P4trjOZWNFv9fT5h2%2FlXSbSQZa3y0goVMiku1ZN8%2FRln%2BJT921ulk0U%2BEGIgwOcLSGId%2BZ%2FOYAjRfVwLnTYp6xUry2XfxMH32d4%2FjDlyJv2%2FJGTZEsfb9EMOCf7lCuGpAL2HGsJLh9nrNSsNdYUNB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=56665469844&catId=50001519
Apple 정품 아이폰 15 자급제,"1,090,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=%2FD9R1Uel1N7Su6Kmfm%2F8D%2F%2F%2F%2Fw%3D%3DsntejMiHBdDbguNxSPAB9LLUYLy0uQP34MgppA6Y7lZcAjU5j3gjlMYsRq8%2BGHFpScA1uYIRnalKvouNwfT82DzXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVECs7Hq1ptkJz%2BEOEmjZpZEsFIPfQ%2FxdBq1VsidKXQ2O3pVqx8a7y1UG0HRU%2FVjQk6InUdgRJ2eKXcsL2jyhcXKQfvg83DEGAmQ8NhqAZnU8%2BtslBK1Y5fIFUlVO0wI%2BmlWVGHL374MgBQjWaRm9hsiwYxEf9600NO%2FGLrlEB7P45N7nBhyW1KD8hwKY3fDKAymjd5DxlkRlj8kmNIS2pLRngcpuaqsJssgmyBzktirR8KdAuKl0j%2FmQcZBG7xBbYKk%2Bh6GZMa6kkFwc8tCDcxDlDcQEt0rxiwJdJykW10i%2Fffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeBM7D4HvvTZxdoJ2%2FqTsZ89yj9L0s6qmLO8hhUQ0kQwQV36ogsAbT2GMBHUreotiQBs81M7T6lfQnUzN658RQwRrqGTCjKsdM8SjYAxsMXL0JeSQB%2F93yS%2FR0z8OvFs%2BEQz7UyTB2WVPynWz%2FhgdyS2u98WLnorGiotJYxgKVbEB%2BiSK8UIQHG7QALKW%2F6PzD7MJ8NWQcaNSGFtrBJ5ShgLWWdskFwbQ4QF6bPtV7ey4ATXKvWkkWEsI7Wr12vlUqtOf4i9zFrBXE2548%2F2S163RcJRY4jFToL1NbBYRrJQibqQWX8YcMLSakZm02fELXGpAL2HGsJLh9nrNSsNdYUNB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=50864833884&catId=50001519
Apple 정품 아이폰 15 Pro 자급제  화이트티타늄  256GB,"1,248,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=F1q46RIA%2Bw0o%2Fb9lpsvjkP%2F%2F%2Fw%3D%3DsZjBhGt1CHfJR%2BgJWFvOQrJqEpKWABCofgwqbPkiq57XxTAJR5s3V3RheLYZrm3hT9oRHtqgJLE6rU9pLk8kN02g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUVSbAdTnhZRf4CnbnqA5%2BeN%2BO3kUttIBIAq0ijiLrLQviGr%2BCSEWt4WvAwh0KiGQ3HNZtQ%2FiGx%2BQOIyH96Kmut2E6W4nW1ZBCJdFOCy3XN8yFxEiGuUMoNg8vmdNK5%2F1CTCa44MwpxSL5icEGtpYNTrmeTPlzKcVX1YUvO7SZ4T6jwfHaKZEbHI1b8bh%2FOfgJTurIWXZLv41jiHIITVRb%2FXp9OaHODlSTr8j1kQ1akVOpeEZpEhAOinGfhHQ%2BPuM%2BJeFwxzGS%2Bsq4n%2FFMUsdg5RKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyCBVFl%2FerQu3S0J8k0uw21RAW7ixYLpcsqjM1QROR6OxgzRGQMqXBWNWeUALR9IuSlLAFi7nH5XNuOe%2BR1dz0uDGPb654YPRX84Ob0A9zXs1CK8u%2FYWQmmmEZ8yr7bnGLWUdtgOqeBpHQeUxIe1ruqzXQE7PHL3voyu%2Bm%2F02kzbSoSiDn%2FtQyQXA3DnrAV%2Bva19pr%2FIIxTa4lCntTcyConUrRoMjqcu8JP%2BPbJ6nCh5opZF%2BuO2XY48Pfq%2BTHL6fmsPL52pEuvefbF0lpF%2BbXyAW%2Bw9jq5V5SwG%2BOlBCxJIAGiG0%2BMD09kVauJJ3YSFa1NKO0hlh71otrQj5e5yWO6Q8UOZN3XVffltDAU0zplphy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=59448928090&catId=50001519
애플 아이폰16E 128G / iphone-16 E / SE4,"530,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=l%2FREBTpi3ks4lgEj%2FJE4qP%2F%2F%2Fw%3D%3DsKcqQkT4Y5IT7jGvEjne%2Fav6IgxfX7g0irhj%2BrpcsLQVyoYErd7Wx1dfdVO6hh7qVdfPmo5dT6uL9TtivTt5aQ8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojoFfwjIvfbkxdIJjq%2FnXNdXrI5q9fylU5fCxUOsQ4I%2BCuk8s7U6NFUyYCzOVHyPDVnjp5egJ%2FdmpWO%2FbVCogrpCPZFCrVfvXQyv8Eoifgms4X6LSJjtzFQYTl2EqjabXRVZB0eDOH9O12pOQNWItMNR2D2gSOUm0tXDIjUXMokqqNEQA1qR2wsHphkI%2B7%2Fo%2B%2Bw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6pv6Vk3lkWgknADykprkHGIhrD0jF0QEAEm9Tg%2F%2BbBXlZ7iPtVI7vkS41i3wQZoorR3TlklquDDMHgf4OCQnHWmmBxehVBQ1yVoxbl9xtY7lbbHMh1ZnmTE0plGKIZhkGJKI194O3yVGRkTAKu5NZTnzgKInaGsHN%2BzcOI5%2BwOSJfFsoaanD%2B14S72Mo19nNXdCgNiMO7O%2BoBUFUEJzxYyhDKklhpbMcPGbqqITV02F%2F7Lg3SYdHZScYN%2FQhQnygynWG7pAI9OhDzEc8BXUOEwg2ZVWCwxCaZyPHBegjD0iFuAqWkmFkC%2FIfQKcZ6CPEj1ET7RmCtOefjAO7ErWzvrUhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=56871423719&catId=50000246
